nombre,descripcion,shortname,tipo_formacion,id_programa
"Tornero" ,"Establece uno o más tipos de máquinas-herramienta para la producción de artículos de metal en serie, manejo y control de máquinas metalúrgicas, tales como tornos, fresadoras, cepilladoras, aburrido, perforación, trituración o las máquinas de rectificado, incluyendo máquinas de control numérico de los metales.","PPL.0000.0011",15,4
